address,name,rubrics,attributes,address.postcode,lat,lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address_comment,city,rubrics_new,district,postcode_3
улица Знаменские Садки,"Bdd pub, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1500.0,117628.0,55.572015,37.574619,3.9,21.0,29.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'review_count': 2, 'tag': 'flamp'}]",3.9,21.0,29.0,мансардный этаж,Москва,"Бары, Доставка еды, Кафе",Нагорный район,117
Старокачаловская улица,"Все свои, антипаб","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",600.0,117628.0,55.568932,37.588861,3.3,5.0,7.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.3,5.0,7.0,1 этаж,Москва,"Бары, Кафе, Доставка еды",Нагорный район,117
Востряковский проезд,"Гинда, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1000.0,117403.0,55.575591,37.656162,1.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",1.0,1.0,1.0,,Москва,"Бары, Кафе, Доставка еды",Нагорный район,117
3-й микрорайон,"Larionov, гриль-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'additional', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",1500.0,108819.0,55.597422,37.347435,4.2,17.0,25.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.9,43.0,56.0,1 этаж,Москва,"Бары, Рестораны, Бильярдные залы",,108
Радужная улица,"Steklyashka, караоке бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",2500.0,108813.0,55.587947,37.372896,4.4,3.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,3.0,4.0,2 этаж,Москва,"Бары, Кафе, Караоке-залы",,108
улица Бианки,"Bonus beer-мир, магазин-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'primary', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}]",,108811.0,55.603658,37.360663,5.0,2.0,3.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,2.0,3.0,1 этаж,Москва,"Бары, Разливное пиво",,108
Магеллана проспект,"Правильный, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,108802.0,55.589664,37.445976,4.2,7.0,10.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,7.0,10.0,1 этаж,Москва,Бары,,108
Новоясеневский проспект,"Samovar CraftBar, бар крафтового пива","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117593.0,55.602131,37.555259,4.2,15.0,19.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 1, 'review_count': 2, 'tag': 'flamp'}]",4.6,17.0,21.0,1 этаж,Москва,Бары,район Ясенево,117
Дорожная улица,"Mc, ирландский бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597284,37.620488,4.8,3.0,10.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,3.0,10.0,,Москва,Бары,Нагорный район,117
Варшавское шоссе,"Taboo, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597721,37.601495,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.4,17.0,23.0,2 этаж,Москва,Бары,Нагорный район,117
Варшавское шоссе,"Taboo, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597721,37.601495,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.4,17.0,23.0,2 этаж,Москва,Бары,Нагорный район,117
Варшавское шоссе,"Taboo, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597721,37.601495,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.4,17.0,23.0,2 этаж,Москва,Бары,Нагорный район,117
Варшавское шоссе,"Taboo, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597721,37.601495,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.4,17.0,23.0,2 этаж,Москва,Бары,Нагорный район,117
Варшавское шоссе,"Taboo, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117535.0,55.597721,37.601495,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.4,17.0,23.0,2 этаж,Москва,Бары,Нагорный район,117
Россошанская улица,"Пивотека 1, магазин пива","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'primary', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}, {'alias': 'sneki', 'id': '879', 'kind': 'additional', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}, {'alias': 'orekhi_semechki_sukhofrukty', 'id': '5843', 'kind': 'additional', 'name': 'Орехи, семечки, сухофрукты', 'parent_id': '14', 'short_id': 5843}]",,117535.0,55.595062,37.613386,,,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,1.0,цокольный этаж,Москва,"Бары, Разливное пиво, Снеки, Орехи, семечки, сухофрукты",Нагорный район,117
Липецкая улица,"Территория, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",1500.0,115404.0,55.593275,37.671862,4.1,75.0,86.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.1,185.0,204.0,2 этаж,Москва,"Бары, Рестораны, Караоке-залы, Банкетные залы",район Москворечье-Сабурово,115
Бирюлёвская улица,"Beverly, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2000.0,115372.0,55.582854,37.67165,4.2,24.0,27.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,24.0,27.0,1 этаж,Москва,"Бары, Рестораны, Доставка еды",район Москворечье-Сабурово,115
Бирюлёвская улица,"Шарманка, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1500.0,115404.0,55.591274,37.664628,2.4,18.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 1, 'review_count': 1, 'tag': 'flamp'}]",2.4,18.0,23.0,,Москва,"Бары, Кафе",район Москворечье-Сабурово,115
Загорьевская улица,"Пилмэн, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",2000.0,115598.0,55.580807,37.67454,4.4,7.0,9.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,7.0,9.0,1 этаж,Москва,"Бары, Доставка еды, Кафе",район Москворечье-Сабурово,115
Липецкая улица,"Bar Les, клуб-караоке","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",,115598.0,55.583789,37.682395,2.3,12.0,18.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2, 'review_count': 1, 'tag': 'flamp'}]",2.3,12.0,18.0,2 этаж; С обратной стороны здания,Москва,"Бары, Ночные клубы, Караоке-залы",район Москворечье-Сабурово,115
Елецкая улица,"Орхан, кафе","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1200.0,115583.0,55.602716,37.740606,3.3,8.0,9.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.3,8.0,9.0,цокольный этаж,Москва,"Бары, Кафе, Банкетные залы, Караоке-залы, Доставка еды",район Москворечье-Сабурово,115
Цветочная улица,"Лофт, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,142717.0,55.600726,37.79575,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,,Москва,Бары,,142
2-й квартал,"Corner, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",,140082.0,55.586626,37.900001,4.0,4.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.0,4.0,8.0,,Москва,"Бары, Доставка еды",,140
микрорайон 4а,Yellow green bar,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,140082.0,55.587845,37.888089,5.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,1.0,1 этаж,Москва,Бары,,140
улица Никитина,"Изи паб, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'primary', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1000.0,108811.0,55.604467,37.356407,4.8,73.0,91.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,752.0,926.0,3 этаж,Москва,"Бары, Доставка еды, Кафе",,108
деревня Лапшинка,"Debrett, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",4500.0,108811.0,55.610352,37.33766,4.7,22.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,22.0,26.0,1 этаж,Москва,"Бары, Рестораны, Доставка еды",,108
деревня Лапшинка,"Biermann, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,108811.0,55.611578,37.338712,,,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,1.0,1 этаж,Москва,Бары,,108
деревня Лапшинка,Кавабар,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,108811.0,55.611669,37.338325,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,,Москва,Бары,,108
Саларьевская улица,Public craft and coffee,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'sneki', 'id': '879', 'kind': 'additional', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}]",,108837.0,55.6176,37.409802,4.3,11.0,20.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,11.0,20.0,1 этаж,Москва,"Бары, Снеки",,108
бульвар Веласкеса,"Разнос, рестобар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,108802.0,55.593526,37.457019,5.0,7.0,7.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,7.0,7.0,,Москва,Бары,,108
Вильнюсская улица,"Devino, ресторан и бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2000.0,117574.0,55.604049,37.522711,4.6,16.0,28.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,16.0,28.0,1 этаж,Москва,"Бары, Рестораны, Доставка еды",район Ясенево,117
Новоясеневский проспект,"Легенда, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",900.0,117574.0,55.619428,37.506335,4.8,10.0,16.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,10.0,16.0,-1 этаж,Москва,"Бары, Кафе, Доставка еды",район Ясенево,117
